"","log(shape).est.rho","intercept.est.rho","S1.est.rho","Z.est.rho","S1:Z.est.rho","log(shape).rho.2","intercept.rho.2","S1.rho.2","Z.rho.2","S1:Z.rho.2"
"1",1.21679458594385,5.25608128861594,-0.0870551702213063,0.0632213296929239,0.00299371385493006,1.21679458594385,5.25608128861594,-0.0870551702213063,0.0632213296929239,0.00299371385493006
"2",0.692420338229128,6.72808929470444,-0.305909076619681,-0.614811754728485,0.0751839299175557,0.692420338229128,6.72808929470444,-0.305909076619681,-0.614811754728485,0.0751839299175557
"3",1.34754618017551,5.8388040776409,-0.204304431564392,-0.505715423582291,0.111990976256017,1.34754618017551,5.8388040776409,-0.204304431564392,-0.505715423582291,0.111990976256017
"4",1.074442568139,5.93369028695778,-0.229382919324332,0.185880814073624,-0.0856912512392745,1.074442568139,5.93369028695778,-0.229382919324332,0.185880814073624,-0.0856912512392745
"5",0.98261995067409,6.08125948493274,-0.187423558600739,0.223800540754064,-0.0278772648492333,0.98261995067409,6.08125948493274,-0.187423558600739,0.223800540754064,-0.0278772648492333
"6",1.22722729200707,5.66705090155882,-0.146198945248822,-0.15709150226652,0.0712735469405806,1.22722729200707,5.66705090155882,-0.146198945248822,-0.15709150226652,0.0712735469405806
"7",1.02143834761849,6.35345739156887,-0.245403883442268,-0.883700382383991,0.100781321731985,1.02143834761849,6.35345739156887,-0.245403883442268,-0.883700382383991,0.100781321731985
"8",0.618600600785553,7.22329070003011,-0.36830983017928,-0.257088641465685,-0.0954554655161579,0.618600600785553,7.22329070003011,-0.36830983017928,-0.257088641465685,-0.0954554655161579
"9",0.697975310823782,7.24248733707912,-0.348577163898427,-1.09099295802721,0.0680675407928074,0.697975310823782,7.24248733707912,-0.348577163898427,-1.09099295802721,0.0680675407928074
"10",1.50969679098337,5.38061061779998,-0.123391779735966,0.115108694262359,0.0368346861963465,1.50969679098337,5.38061061779998,-0.123391779735966,0.115108694262359,0.0368346861963465
"11",0.549257138039609,7.28203665205777,-0.341034662069319,0.258351638513926,-0.137660345477007,0.549257138039609,7.28203665205777,-0.341034662069319,0.258351638513926,-0.137660345477007
"12",0.984287251539061,6.77504116486612,-0.2230299303118,-1.44977455672233,0.214999904267698,0.984287251539061,6.77504116486612,-0.2230299303118,-1.44977455672233,0.214999904267698
"13",0.270276395302495,8.25787635890281,-0.42687511392211,0.00880234301427117,-0.201984038874401,0.270276395302495,8.25787635890281,-0.42687511392211,0.00880234301427117,-0.201984038874401
"14",1.1661103574876,5.69977380649276,-0.126063516302497,-0.140715091259022,0.0544086680647758,1.1661103574876,5.69977380649276,-0.126063516302497,-0.140715091259022,0.0544086680647758
"15",0.384522035671213,7.15132831286264,-0.261443261474875,0.380670039974375,-0.169338022300215,0.384522035671213,7.15132831286264,-0.261443261474875,0.380670039974375,-0.169338022300215
"16",1.00956114032414,6.31869215412976,-0.253103329934081,-0.105641769797937,-0.0279306422343276,1.00956114032414,6.31869215412976,-0.253103329934081,-0.105641769797937,-0.0279306422343276
"17",0.719728061053048,7.37919952847213,-0.453879249319225,-0.289073992036398,-0.135765173912205,0.719728061053048,7.37919952847213,-0.453879249319225,-0.289073992036398,-0.135765173912205
"18",0.780129274185373,6.02478775034264,-0.223782283674367,0.278333795871936,-0.161085956159093,0.780129274185373,6.02478775034264,-0.223782283674367,0.278333795871936,-0.161085956159093
"19",0.617470538790382,7.7549602766664,-0.42053292384142,-0.792559663655415,-0.0400289546660385,0.617470538790382,7.7549602766664,-0.42053292384142,-0.792559663655415,-0.0400289546660385
"20",0.624047265613885,6.81281461809426,-0.232808366172821,-1.21462764371927,0.09914274483083,0.624047265613885,6.81281461809426,-0.232808366172821,-1.21462764371927,0.09914274483083
"21",1.54788600780584,5.61125050566299,-0.11011059185752,-0.354179552126712,0.0723591354316328,1.54788600780584,5.61125050566299,-0.11011059185752,-0.354179552126712,0.0723591354316328
"22",0.773660973015605,7.36823903283795,-0.355376586133228,-1.68276119196011,0.196916326587915,0.773660973015605,7.36823903283795,-0.355376586133228,-1.68276119196011,0.196916326587915
"23",0.698715060470741,6.13922870258824,-0.171254982225632,0.563337390591113,-0.113162745428145,0.698715060470741,6.13922870258824,-0.171254982225632,0.563337390591113,-0.113162745428145
"24",0.794792398700826,6.15420337007155,-0.18996203593778,-0.209351176479644,0.0378182640478674,0.794792398700826,6.15420337007155,-0.18996203593778,-0.209351176479644,0.0378182640478674
"25",1.74686231076316,5.77455198321371,-0.248150087423287,-0.230827579924762,0.0695378887154734,1.74686231076316,5.77455198321371,-0.248150087423287,-0.230827579924762,0.0695378887154734
"26",0.708143125293586,6.25716252395062,-0.203797369076501,1.20482640046743,-0.242773611668859,0.708143125293586,6.25716252395062,-0.203797369076501,1.20482640046743,-0.242773611668859
"27",0.767513820653778,6.5198308865401,-0.291824382571014,0.582832085913971,-0.20444462607097,0.767513820653778,6.5198308865401,-0.291824382571014,0.582832085913971,-0.20444462607097
"28",0.617683696713179,6.31938363903106,-0.20060534557119,1.07269999515589,-0.430725881042709,0.617683696713179,6.31938363903106,-0.20060534557119,1.07269999515589,-0.430725881042709
